FSO_Att,AbsoluteHumidity,AbsoluteHumidityMax,AbsoluteHumidityMin,Distance,Particulate,ParticulateMax,ParticulateMin,RainIntensity,RainIntensityMax,RainIntensityMin,RelativeHumidity,SYNOPCode,Temperature,TemperatureDifference,TemperatureMax,TemperatureMin,Time,Visibility,VisibilityMax,VisibilityMin,WindDirection,WindSpeed,WindSpeedMax,WindSpeedMin
11.86724599,6.183551941,6.75536255702497,5.73753532679092,4826.267964,170.4829853,182.503363540466,158.452482984614,0.0,0.0,0.0,85.0161982646686,0,6.031866204,-0.6,6.46608083892285,5.96428075798792,11,7928.402456,8281.96544245329,7549.33758890228,91.7276450865716,0.843465339,1.407674608,0.78698620815118
8.943517593,18.16084982,19.3687535754619,16.350112435012,2114.426188,0.0,0.0,0.0,0.0,0.0,0.0,61.0397497178885,0,29.63128601,0.68,31.9832859522085,28.2303780643446,5,74998.28316,78004.5023981449,70791.9039467344,86.6244546718767,0.322188003,0.735454951,0.302494393560591
7.017655698,4.441091971,4.81817957242814,4.16555623438021,4818.704191,0.0,0.0,0.0,0.0,0.0,0.0,57.468338482297,0,6.960566865,0.072,7.18450029900301,6.70035194554089,9,74998.99308,77116.0658767037,68287.177337203,95.6780290660468,0.052534117,0.102895355,0.0481250642331509
7.605655532,4.923149779,4.98350198641688,4.86750101973192,4825.388163,0.0,0.0,0.0,0.0,0.0,0.0,91.0566539849555,0,1.588189532,-0.679,1.64662454059201,1.57180962976261,23,21208.70489,21667.1050495445,19411.7637818295,86.9246748787741,0.213969701,0.2923376,0.20943336745563
2.114912461,6.220834271,6.37741017650325,5.93082500917739,2012.734038,0.0,0.0,0.0,0.0,0.0,0.0,35.5660944887791,0,20.20914185,-0.55,21.1746466825884,18.8241095358978,20,71367.74485,76087.3514718306,71066.4098868692,90.7469166499648,1.35821255,2.231941086,1.24229429645299
2.90482708,14.50812596,14.6472701064619,13.7516721605629,2017.467582,0.0,0.0,0.0,0.0,0.0,0.0,69.5775744629321,0,23.25126644,0.17,23.7108831650914,21.5780908673835,15,29884.66691,31447.3763563629,28628.0529720365,172.429454635092,1.060365794,1.842522584,1.02213756414659
4.701792677,5.194196099,5.27633827517723,4.69408103889021,4825.743953,0.0,0.0,0.0,0.0,0.0,0.0,81.2992120145267,0,4.069150658,-0.263,4.2369461478628,4.01008790800305,12,75000.79908,77035.9816629986,68172.7919329396,93.0148323177116,0.095674746,0.190875422,0.0916029112421079
15.16973053,7.646917545,8.17946466426524,7.59539545687591,2583.936168,0.0,0.0,0.0,0.0,0.0,0.0,69.5536317575633,0,12.50637914,-0.05,13.2753585556652,12.1664022039083,17,3980.158706,4255.83910068023,3802.14651846731,89.0830667712341,0.165909056,0.22596136,0.152708721885606
3.669186942,9.018257627,9.43313730738708,8.51967240588142,4827.051092,0.0,0.0,0.0,0.0,0.0,0.0,90.821277866681,0,10.87837301,0.48,11.090318899502,10.5626535556063,20,75003.05615,81675.4162191396,70081.4835125735,107.93152774549,1.137758064,2.318558663,1.11925284494974
2.667973752,3.739527994,4.11020530384581,3.40373299629473,2012.386581,0.0,0.0,0.0,0.0,0.0,0.0,44.7204210921156,0,8.179566325,-1.71,8.38382442278021,7.79610470481498,16,45471.0198,46265.3170295623,41486.1549254608,71.9376612267854,0.472693834,2.245939985,0.428933608282104
3.53379891,4.416272045,4.49086859030877,4.3322576134208,2019.075484,0.0,0.0,0.0,0.0,0.0,0.0,35.6689646027752,0,14.43291285,0.91,15.2221221343019,14.4171756454397,11,34742.67373,36880.6374256588,32586.1590778415,93.3146650715176,1.052613674,3.980359771,0.979132096409882
6.167122186,16.3520045,17.611238608986,15.94328171879,2958.057643,0.0,0.0,0.0,0.0,0.0,0.0,69.4832818702609,0,25.38807852,-0.12,27.422713839253,24.4891177304683,4,41454.21848,42672.1328120525,41286.7969981158,92.0690191487742,0.309619904,1.129882655,0.279294228918992
2.204852439,4.921334388,4.93604241941452,4.78919681198321,2021.193571,0.0,0.0,0.0,0.0,0.0,0.0,36.8123709201932,0,15.69309333,-0.3,15.8065755328893,15.6070588299422,19,18847.30361,19045.4621489227,17081.0587350412,68.1839479107458,0.529399195,0.603425938,0.51744395377695
2.173371734,5.301426654,5.81710506260538,4.79643412125885,2021.294931,0.0,0.0,0.0,0.0,0.0,0.0,57.5423768696221,0,9.694611392,-1.0,10.4156670383686,8.73588155936444,0,25993.58887,27231.7609336872,24023.2506169101,110.947465961888,0.390074245,0.969073685,0.355290058632115
2.651999308,12.92574222,13.3510182036342,12.3241914753428,2021.269439,0.0,0.0,0.0,0.0,0.0,0.0,67.8804052385815,0,21.67074729,-0.95,23.6542149555006,19.7505979362196,21,27264.06683,28906.108277469,26459.0710438742,57.7901257226298,0.0,0.046356533,0.0
2.109236368,6.839344616,7.03206140636776,6.72115189106315,4819.699212,0.0,0.0,0.0,0.0,0.0,0.0,76.8091449332534,0,9.159670136,0.0,9.85352809466175,8.89591138543568,6,74996.10049,75962.6824323087,71223.6115762622,95.1636965565694,1.724154445,3.653293146,1.60467773780055
7.282725235,20.72378818,21.3390013088623,18.9624533828889,3964.608836,0.0,0.0,0.0,0.0,0.0,0.0,65.9144974522008,0,30.65005803,0.01,31.3721257534276,27.7840887791247,11,26835.11592,27807.3678812766,25373.089600054,39.3430794299225,0.031214256,0.104637493,0.0282439241224743
2.888983816,5.708611251,6.26426538037884,5.40826944866131,2019.428109,0.0,0.0,0.0,0.0,0.0,0.0,44.1471279267936,0,15.14467303,0.62,16.4628089731033,14.9178188330216,8,53242.70408,54050.8711886732,50843.4891721416,94.6925053238775,0.139258813,0.247409712,0.134357366961185
16.20215705,5.52893416,5.92867477642567,5.09436690162263,4821.893718,115.5913521,121.057503852548,109.609130582239,0.0,0.0,0.0,92.688651877472,0,3.042575762,-0.467,3.28045287960508,2.97778905053924,5,8356.446079,8550.53391579255,7593.73222002639,94.4322349688174,0.191217793,0.449884017,0.183443404439336
9.064480829,17.52770005,18.2403086761078,16.7186177908359,3966.999034,0.0,0.0,0.0,0.0,0.0,0.0,46.6536882409049,0,33.99261519,0.48,35.7420052554957,32.6315504075597,9,25359.29132,27419.6138155205,23186.230141607,123.306777842447,0.62784824,1.527083048,0.619971600194773
7.320762474,20.69159647,20.9136214797415,19.3242775283639,3967.585337,0.0,0.0,0.0,0.0,0.0,0.0,73.8335263918927,0,28.53551796,-0.4,31.3721353712914,28.460416371848,19,26772.04457,28782.1638968235,25840.1601117086,51.939829359482,3.188680163,4.29974819,3.18690030071538
6.251901811,4.537967779,4.81423892361781,4.17420983859483,4824.367966,0.0,0.0,0.0,0.0,0.0,0.0,74.572870886352,0,3.340022027,-0.3,3.35072826497345,3.07281185566843,2,66213.82055,68122.490636987,61804.9562691998,92.1932498047243,0.162275505,0.346564464,0.150292038102959
11.25398348,3.628116583,3.88049148295796,3.40902950623024,4823.655482,0.0,0.0,0.0,0.0,0.0,0.0,78.8682597392815,0,-0.764171286,-0.4,-0.736863802246037,-0.772901893488801,21,22551.97985,22776.8851537423,21856.0136994641,46.7260770106665,0.0,0.331667441,0.0
1.824910424,4.064676218,4.19536049284787,3.76134883628582,4818.358984,0.0,0.0,0.0,0.0,0.0,0.0,43.4844924616897,0,9.922492937,-0.12,9.99147428645724,8.99776198460497,12,75000.12665,79340.5473802662,68734.3033663269,124.178516845299,1.184045576,2.639385605,1.11269664242863
2.823196751,3.804149236,4.11287710395037,3.72040188344575,2020.981293,0.0,0.0,0.0,0.0,0.0,0.0,45.0790312777738,0,8.321729759,2.8,8.46748807614471,8.15887083846444,12,75000.69019,78281.351014044,69322.0188113527,104.627163180741,0.246596605,0.959335361,0.240323371170652
6.400284281,16.71419465,18.0058237061616,15.8281896709815,2956.079119,0.0,0.0,0.0,0.0,0.0,0.0,96.2888882661342,0,20.07910918,-0.4,21.8886420045513,18.7570659588823,15,31885.90499,32530.3987034407,30317.6732603931,44.2259744786694,0.169932271,0.374883064,0.169661302058702
2.072419819,8.563150902,9.0536064798091,8.38219337194244,2017.798932,0.0,0.0,0.0,0.0,0.0,0.0,65.3792360336506,0,15.3554641,0.01,15.4236838625206,14.6303546492406,5,51774.79991,52197.6560445424,48574.1958862599,91.1560051187596,0.61383342,0.804911678,0.565924460740551
5.183624033,4.6441842,4.68846309176901,4.20847394765576,4826.507133,0.0,0.0,0.0,0.0,0.0,0.0,87.1897347641846,0,1.368688768,0.02,1.48605151180569,1.28361412604068,16,14618.44025,15198.9834751592,14170.1635861153,84.8882078930443,0.0,0.0,0.0
2.644078502,2.593062793,2.67814720603336,2.50471171005541,2015.158151,0.0,0.0,0.0,0.0,0.0,0.0,40.7266716339787,0,4.017369742,0.7,4.39609481967565,3.72045349307416,5,74997.02846,82274.6566216331,69285.1368293165,84.6616068257549,0.0,0.0,0.0
11.05074615,21.83639273,22.9018766394596,21.7361762246667,3971.658473,0.0,0.0,0.0,0.0,0.0,0.0,80.118979215929,0,28.02853872,-2.05,28.2241467309289,25.9720370549832,15,11784.85851,11979.9938647429,11359.6165393969,91.0662172670258,0.774456703,3.66580399,0.731159483697887
3.195365753,9.515660091,9.85975628753664,8.97873269771405,2017.147475,0.0,0.0,0.0,0.0,0.0,0.0,51.201601138729,0,21.25091667,-0.74,23.0243758232924,19.4224487125308,15,74852.19793,75413.6344118614,72702.981619389,88.3259883322695,0.225924582,0.683089838,0.204376772528269
8.588169685,17.9897487,19.1206292956529,16.2271324805725,2118.151186,0.0,0.0,0.0,0.0,0.0,0.0,63.4588707466753,0,28.74535277,2.18,29.7980468813668,26.9451661969449,1,48617.74811,49737.4722304174,45256.7205777328,93.1514394852408,0.0,0.184573895,0.0
2.687243589,3.87473535,4.2361103069672,3.77219129250716,2015.859086,0.0,0.0,0.0,0.0,0.0,0.0,55.0070462142887,0,5.543909232,0.51,5.8895531844613,5.49405634387335,10,75000.03901,81586.2458989992,74577.0289196678,91.1974831875917,1.560627787,5.688826118,1.53356566399224
10.60800773,3.512540939,3.72084583169041,3.3744051939181,4821.896611,0.0,0.0,0.0,0.0,0.0,0.0,72.6855898021886,0,-0.051721822,-0.4,-0.0480094215793189,-0.0549313306172838,19,28045.53522,28738.3375211362,27204.0471035125,90.5996888957366,0.840042321,1.241605994,0.782528834105489
9.102025447,19.45315528,20.085727969542,18.0210415189294,2119.130599,0.0,0.0,0.0,0.0,0.0,0.0,78.0260022377363,0,26.41960937,1.94,26.657048636442,23.9605763278284,8,26970.83331,29607.1546184914,24389.7987714739,99.2836391514601,0.570070273,1.344500384,0.553110876709087
9.320027201,4.00592317,4.00895401597971,3.80963312270109,4824.827766,0.0,0.0,0.0,0.0,0.0,0.0,87.4453212902283,0,-0.824347096,0.3,-0.743133486300259,-0.825046524299111,7,36867.28381,38891.1116020402,34696.1666525112,96.7795583100617,0.225489352,2.069401311,0.217638748690996
10.76013209,3.92493466,4.12159669818951,3.6626936237373,4825.905284,0.0,0.0,0.0,0.0,0.0,0.0,92.5061637099146,0,-1.924358724,0.227,-1.79994280493526,-2.06047928769412,4,16823.45509,17994.4927592467,15392.3915555771,96.6497354970506,0.0,0.0,0.0
2.122992763,5.908897836,6.06188299856759,5.49541660162683,2019.365437,0.0,0.0,0.0,0.0,0.0,0.0,52.7395413152334,0,12.81068721,-0.56,13.4016449700963,12.4015510834925,22,29337.54031,30855.5234877386,27463.5857355339,100.517567966459,0.440368478,0.680904702,0.435404580137425
2.051230699,7.20194219,7.8256324526669,6.71311672090196,4826.624247,0.0,0.0,0.0,0.0,0.0,0.0,81.8735220742129,0,8.968878905,-0.3,9.81382588522639,8.71762445726671,0,74997.88503,80757.9938657177,67781.1410985619,93.7305735109478,1.090094546,3.67041786,1.00325612173927
7.989530122,22.84861172,24.3839374195242,21.7458088101788,3970.068553,0.0,0.0,0.0,0.0,0.0,0.0,84.39134142065,0,27.90795716,-0.2,29.2236848234654,25.3900255904602,20,15745.29193,16530.7090687479,15489.589709281,175.428525986052,2.137037724,3.662605925,1.97241906847705
3.038260803,2.412545282,2.6060468164379,2.34078694780041,2020.140821,0.0,0.0,0.0,0.0,0.0,0.0,32.3912886324469,0,6.394773807,-1.417,7.00703444539913,5.90682851930238,0,75003.19264,76397.096229327,74519.5632603579,36.9889061867453,0.0,1.378097128,0.0
10.61155613,12.15922403,12.7572147913718,11.9251780044881,2962.615944,0.0,0.0,0.0,0.0,0.0,0.0,94.1711590283109,0,15.12045441,0.54,15.7352013084718,14.6638716345126,16,46583.79485,48448.0115236929,44234.808401481,39.1862872493179,0.207979692,0.410001054,0.204157625863455
5.30505874,4.863199596,5.15945819892991,4.65726485777844,4820.310626,0.0,0.0,0.0,0.0,0.0,0.0,85.0539917257286,0,2.413872512,-0.1,2.552722673764,2.38271561416498,19,18483.03807,20114.918205126,17051.6380827755,108.354079799789,0.0,0.331035786,0.0
2.531160288,6.697950184,7.30376929787942,6.19017186346322,2015.914174,0.0,0.0,0.0,0.0,0.0,0.0,53.0169460250291,0,14.76302862,-0.3,16.1417195484838,13.8329069219848,18,26179.57037,27398.5732601096,25620.4027597697,107.776923953581,0.890149107,1.422154124,0.83926806050759
2.438340796,7.004248159,7.37468559768117,6.90032369090392,2016.885438,0.0,0.0,0.0,0.0,0.0,0.0,58.7052109726564,0,13.8293198,0.1,15.1496448079531,12.5280893056184,4,74995.80222,81428.3091462415,68287.1246079861,140.412893873335,1.296421906,1.775289827,1.17596766910923
13.611678,3.391131677,3.55900789611302,3.24584095879826,4820.185006,0.0,0.0,0.0,0.0,0.0,0.0,80.8481913684372,0,-2.088205853,0.3,-2.04725897640146,-2.17835260496014,6,18008.46214,19127.07935607,17173.5462378544,82.7277038077351,0.534209612,2.870062683,0.516107735546223
7.224132478,15.58938963,16.4247201684777,15.2706752862038,2958.01465,0.0,0.0,0.0,0.0,0.0,0.0,79.7182900529025,0,22.13210514,0.22,23.4336299834129,19.9247412818481,2,26032.54869,28386.3195010384,24000.180956388,91.2759826184825,1.326354749,3.017088245,1.25132665835665
6.450373343,3.426355284,3.6042044537962,3.37759555306361,2020.012982,0.0,0.0,0.0,0.0,0.0,0.0,54.5091769294911,0,3.82496834,0.9,3.84852965248462,3.82356437160639,5,75004.98599,78530.7980319912,71928.690683636,84.9394147710396,0.588011606,0.833906655,0.536223332422356
3.777701812,2.839544328,2.87182354089256,2.8066269063067,2015.220143,0.0,0.0,0.0,0.0,0.0,0.0,50.9371729023687,0,2.038875321,-0.217,2.13929294931989,2.02330231441701,7,60557.70433,63656.2084347658,57646.6242588503,104.369863160884,0.663833788,1.423041654,0.603914484537192
19.12697602,3.352284176,3.55667848947171,3.03251530207221,4826.542685,0.0,0.0,0.0,0.0,0.0,0.0,95.4677904318727,0,-4.595224605,-0.115,-4.29414944480677,-4.89232381118094,3,5223.44171,5689.05631057414,5032.97032280997,38.2132468677688,0.087371593,0.113616845,0.0845092648570642
6.115382569,11.43514098,11.6861336910932,10.8020784165082,2957.327138,0.0,0.0,0.0,0.0,0.0,0.0,51.1753013108637,0,24.46844734,0.55,25.287081236382,22.8828838499653,4,75001.10951,79767.7766065698,73821.2746790719,80.1539987376983,0.324744904,1.040105777,0.318491291505693
6.668016797,4.855809477,4.98047351997734,4.51485178826448,4823.799809,0.0,0.0,0.0,0.0,0.0,0.0,80.5299018407812,0,3.203453148,0.245,3.49931070618892,3.15485124062825,8,64502.45144,70042.9205271914,59636.8211405655,45.3674415200618,0.429969682,0.688920749,0.401960689537348
9.799218163,3.184516278,3.2985230677592,3.13224760089218,4826.169464,0.0,0.0,0.0,0.0,0.0,0.0,55.4240423819874,0,2.486118721,1.443,2.67049750097203,2.43809160835183,11,12947.09069,14029.8557937516,12609.1002943757,98.4418150979322,0.0,0.342664186,0.0
1.76060182,6.508885675,6.69880882877896,6.09474895057268,4826.111808,0.0,0.0,0.0,0.0,0.0,0.0,74.6912241506705,0,8.822472733,-0.15,9.15387924857327,8.18193928330563,9,74999.46653,81669.3107949684,72980.4867608563,95.4849739346908,0.080724416,1.418381083,0.0780691483420804
4.762612336,5.069186724,5.34940853793498,4.69379653722825,4818.092747,0.0,0.0,0.0,0.0,0.0,0.0,78.7744736492954,0,4.177105062,-0.453,4.24538805624258,3.81185367914977,12,75002.63391,82187.562838267,69853.3380513431,47.0666896495529,0.138939884,0.250739522,0.135770315173704
3.828565121,4.912857569,5.0755536337247,4.70574229025314,4827.36035,0.0,0.0,0.0,0.0,0.0,0.0,72.4421211072336,0,4.968419162,-0.012,5.28791567673208,4.69294979961016,14,10727.73938,10754.2242773584,10584.0058459873,91.700452587177,0.449424089,1.273517833,0.437632902233237
8.884727286,19.07919329,19.669422831842,17.6115111153061,3963.182637,0.0,0.0,0.0,0.0,0.0,0.0,64.9692423107467,0,29.3913394,-1.2,32.0623051578328,26.9298563632024,12,21827.91434,22387.0525228799,20531.5555799666,93.6296426376408,2.248821683,4.51217582,2.24238496157278
6.229089852,18.43642724,19.9629399196432,17.4641790431021,2961.142877,0.0,0.0,0.0,0.0,0.0,0.0,89.4028385621437,0,23.05716039,-0.48,25.0961071879743,22.9078662656276,12,46919.07629,48489.4365637141,43097.0085962633,23.9653036186269,0.174614085,0.411195117,0.163118760584844
10.06098685,14.03708627,14.5222748367866,13.6947456755267,2961.535673,0.0,0.0,0.0,0.0,0.0,0.0,58.2449574153344,0,25.81221429,0.11,27.5019425603632,24.2904832952942,3,69165.04545,74356.6548360751,66872.2892850608,92.066039380981,0.0,0.696539266,0.0
7.268190758,18.47747791,20.2734396372122,17.4150257121208,2958.1163,0.0,0.0,0.0,0.0,0.0,0.0,89.5506047218296,0,23.06717628,-0.6,24.3793570503955,21.4081463710696,13,41669.26914,43112.115514738,40045.2515338661,30.9103621252955,0.217703045,0.5920688,0.212800814633479
5.015130887,4.738161542,4.92793890557991,4.35396295563749,4819.265984,0.0,0.0,0.0,0.0,0.0,0.0,70.4725665493652,0,4.837742472,-0.227,5.16915847251632,4.60029446756272,18,54152.13977,59084.9760598342,52163.9529133817,98.0072925644554,0.852102652,3.029278057,0.830581943511076
2.327667031,8.681789849,9.10398713664901,8.167567160566,2018.155879,0.0,0.0,0.0,0.0,0.0,0.0,75.7461271412875,0,13.17812666,-0.24,13.5893521131886,12.163228383204,0,74997.2697,76946.3524080441,68821.7212110175,86.9140385519794,1.900468193,2.749774002,1.81744727142691
14.66092841,8.142512343,8.70427069683445,7.59942953818558,2587.113247,49.44787537,49.6152383583144,48.2572920316982,0.0,0.0,0.0,80.7994148458339,0,11.11316831,0.1,11.3024224556656,10.3254183912075,22,12162.01992,13156.2711857537,12156.2377006529,51.2173036620817,1.422906367,3.255637181,1.38818818011688
6.564864246,6.0998466,6.11423231568321,5.91909882661881,2956.867086,0.0,0.0,0.0,0.0,0.0,0.0,41.4020408754645,0,17.30759822,0.76,17.4986200986922,15.5978402050087,22,50682.97863,52004.8543456252,49062.908349593,112.781772867596,0.356455543,1.767559586,0.32881338753298
2.174662583,10.70728381,11.5866836914062,10.1472382881912,2017.392537,0.0,0.0,0.0,0.0,0.0,0.0,68.3677665562151,0,18.33309452,-0.4,20.0019362058449,16.4998184506117,3,29050.84145,31803.0962822307,27718.1888860101,120.668803314969,2.008919231,2.886419469,1.84258932165654
7.799937886,21.88118017,22.81890263207,20.1631566391477,3970.9029,0.0,0.0,0.0,0.0,0.0,0.0,73.0010305328989,0,29.76764605,-0.59,31.3969903493172,28.6055045106908,18,17610.81405,18033.1527550909,16721.8752297154,127.093588456452,3.170789848,4.346412486,3.0782861559585
9.757252725,22.1325089,22.9354120110684,20.7035573924181,3964.338618,0.0,0.0,0.0,0.0,0.0,0.0,71.0523529162544,0,30.47793237,-0.74,33.3905202589708,27.5331215564207,10,35500.33123,38448.7856614716,34838.3543661017,41.4811999614485,0.75820009,2.60845706,0.690097085963515
2.658984998,11.0298343,11.231504107842,10.1433595211089,2018.931569,0.0,0.0,0.0,0.0,0.0,0.0,64.186783734559,0,19.90665777,0.32,21.5583789536326,19.7853525712842,6,44062.16786,48155.3157107991,41835.278876193,91.3744489115376,0.0,0.0,0.0
2.939498109,4.627839081,4.97512776239011,4.51936613703683,2013.904083,0.0,0.0,0.0,0.0,0.0,0.0,71.205456764041,0,4.326432992,0.512,4.54244791344435,4.1139980522294,7,35418.90033,35642.3889503236,34275.302157787,31.4305427623448,0.0,1.486022317,0.0
14.0021322,11.51856791,12.4279988132867,11.1850570838896,2587.801116,0.0,0.0,0.0,0.0,0.0,0.0,64.16304515048,0,20.65502314,-1.52,21.1165256840482,18.8745533479379,13,12829.4279,13785.0777045626,11749.3252913511,96.1473560076671,1.395098775,2.036626973,1.27794796805977
3.523881176,8.832376044,9.27862891088359,8.50397525814209,2018.875386,0.0,0.0,0.0,0.0,0.0,0.0,52.8359589457745,0,19.43697523,1.89,19.9633464187459,17.5044969149475,9,71808.07202,77011.4083976752,66140.7058584303,100.721614138289,0.393403057,1.281506248,0.373645042945706
3.86786603,10.17919584,10.6302061498174,9.85968141533677,2017.685607,0.0,0.0,0.0,0.0,0.0,0.0,56.4090738230511,0,20.74402107,-1.03,21.0440775853168,19.2628230133903,12,74557.44101,78463.1267104753,73617.3485525979,91.0788160473807,0.666743949,1.003526901,0.650508022203306
9.941695721,5.615677346,5.67668593888244,5.4081513209753,4821.980744,0.0,0.0,0.0,0.0,0.0,0.0,98.1557477623637,0,2.422705896,-0.1,2.64735594686325,2.32337543437647,17,2161.008522,2250.47220006541,1945.81852685314,98.1042919090797,0.519114126,0.684194248,0.475949706951938
